 Net Value Growth Rate, Net Income to Stockholder's Equity, Borrowing dependency, Persistent EPS in the Last Four Seasons, Total debt/Total net worth, Equity to Liability, Retained Earnings to Total Assets, Net Value Per Share (B), Non-industry income and expenditure/revenue, ROA(C) before interest and depreciation before interest, Interest Expense Ratio, Debt ratio %, Quick Ratio, Interest Coverage Ratio (Interest expense to EBIT), Cash/Total Assets, Degree of Financial Leverage (DFL), Interest-bearing debt interest rate, Cash/Current Liability, Total income/Total expense, Total Asset Return Growth Rate Ratio, Pre-tax net Interest Rate, Working Capital/Equity, Accounts Receivable Turnover, Fixed Assets Turnover Frequency, Working Capital to Total Assets, Inventory/Working Capital, Working capitcal Turnover Rate, Operating profit per person, Total assets to GNP price, Equity to Long-term Liability, No-credit Interval, Average Collection Days, ROA(A) before interest and % after tax, Current Ratio, Current Asset Turnover Rate, Operating Profit Per Share (Yuan ¥), Current Liabilities/Equity, Cash Turnover Rate, Operating Expense Rate, Total Asset Growth Rate, Revenue Per Share (Yuan ¥), Operating Profit Rate, Quick Asset Turnover Rate, Allocation rate per person, Continuous Net Profit Growth Rate, Total expense/Assets, Inventory and accounts receivable/Net value, Revenue per person, Operating Profit Growth Rate, Cash Flow Per Share
0.000462729,0.841908934,0.373101863,0.233336485,0.005969414,0.032096756,0.946169658,0.193375753,0.303543137,0.513040511,0.630964987,0.116818333,0.010328926,0.565551726,0.15532603,0.026880631,0.000413041,0.006754315,0.002415018,0.2637395,0.797505943,0.739962838,0.000539702,0.000761793,0.868335935,0.277134353,0.593989225,0.403360394,0.007021558,0.110933234,0.624163342,0.011717339,0.573866114,0.012679524,0.000194265,0.11546291,0.331492942,0.000101824,0.000111936,5770000000.0,0.044965743,0.999057366,0.000173266,0.006023102,0.217583562,0.022506719,0.406095471,0.035442034,0.84798922,0.329171677
0.000458462,0.84080794,0.370839419,0.219532949,0.002899899,0.054215271,0.935531148,0.1725591,0.303528393,0.493833179,0.63102115,0.071076579,0.012533578,0.565623622,0.030982078,0.02689865,0.000649065,0.002996271,0.002294656,0.263891026,0.797480488,0.738863779,0.000622889,0.000208037,0.877955926,0.277262417,0.594042556,0.395083784,0.000759883,0.113666065,0.623951855,0.010148708,0.554677279,0.022157185,0.000242928,0.101213256,0.328075526,3220000000.0,0.000251972,6760000000.0,0.015714567,0.999043038,0.000148474,0.007036679,0.217585009,0.033129034,0.402438028,0.011488918,0.848022194,0.320365
0.000465674,0.841788524,0.370430099,0.232674671,0.002564313,0.059683883,0.952741208,0.197168261,0.303603562,0.535124068,0.63063006,0.064637059,0.002973847,0.565179376,0.03176818,0.026795575,0.00029603,0.003621727,0.002378763,0.264176982,0.797730884,0.730900082,0.00298459,8620000000.0,0.731384302,0.276938402,0.593884902,0.39635015,0.006357903,0.112296493,0.623650303,0.002118548,0.584714348,0.003076433,3580000000.0,0.113182966,0.327740381,510000000.0,0.00041155,7720000000.0,0.015064204,0.999216474,4030000000.0,0.007984057,0.217608593,0.033734738,0.394332704,0.00518191,0.848071791,0.328711891
0.001001195,0.846359259,0.369637181,0.289590621,0.002526012,0.060388561,0.96762596,0.20458472,0.303550871,0.727246137,0.630612252,0.063881247,0.016972827,0.565158396,0.324919366,0.026791157,0.0,0.024733333,0.002778073,0.267496562,0.797871438,0.739064318,0.000939405,0.00055073,0.885792842,0.277065349,0.593994113,0.466972705,0.000272898,0.110933234,0.624119465,0.006736488,0.761338857,0.019488239,0.000154086,0.176288576,0.328518403,0.00019766,0.000164088,0.000123982,0.043665018,0.999358944,0.00014554,0.022793131,0.217695103,0.033209507,0.400594569,0.056539812,0.848455378,0.341692014
0.000451649,0.839917875,0.373045944,0.211874823,0.006512005,0.030314096,0.948625424,0.238000927,0.303606945,0.479013309,0.625541773,0.123046225,0.005085547,0.449254781,0.178101338,0.025778427,0.000182018,0.009073812,0.002221059,0.26329891,0.797368017,0.735153193,0.000699989,8550000000.0,0.796287726,0.277603134,0.593993646,0.391058547,0.00325389,0.115038986,0.623685454,0.00902411,0.529382904,0.009007772,0.000334067,0.088754987,0.330874014,0.000318054,0.000422883,731000000.0,0.02829832,0.998911661,0.000204643,0.007772546,0.217559159,0.02962023,0.401213521,0.005334665,0.847885509,0.326094645
0.000457688,0.841149774,0.369637181,0.222558381,0.003021184,0.052524076,0.937625142,0.173444018,0.303468694,0.494661922,0.630612252,0.073313783,0.013871092,0.565158396,0.411773279,0.026791157,0.0,0.031016564,0.002291906,0.263910452,0.797469421,0.739254224,0.001347225,0.000304112,0.883784954,0.277114327,0.594023464,0.395332534,0.000459508,0.110933234,0.623995983,0.004696499,0.562527257,0.019147522,0.000218353,0.104633173,0.328643384,0.000348002,0.000282847,7090000000.0,0.019888985,0.99906245,0.000188513,0.004371624,0.217590328,0.049506281,0.398307662,0.01003481,0.848025547,0.32386645
0.000481046,0.842788659,0.369637181,0.238820081,0.00734641,0.028074348,0.942910886,0.182883149,0.303514616,0.537074051,0.630612937,0.131843879,0.009257792,0.565159098,0.194517857,0.026791304,0.0,0.007753401,0.002449972,0.264370469,0.797467346,0.740563527,0.001142301,0.005018606,0.866628436,0.277200621,0.59395124,0.42817892,0.003828858,0.110933234,0.624077968,0.0055376,0.590765373,0.012028044,9310000000.0,0.125478381,0.332503566,6360000000.0,5450000000.0,7650000000.0,0.083125369,0.999038763,7840000000.0,0.003579159,0.217618939,0.025534837,0.408232329,0.139221245,0.84811207,0.328499682
0.00048137,0.844201705,0.370219847,0.270776213,0.00464075,0.038183988,0.955142248,0.214487379,0.303545312,0.596694779,0.630612252,0.099495117,0.008083724,0.565158396,0.244751691,0.026791157,0.0,0.012668793,0.002410379,0.264127251,0.797499994,0.739440165,0.002244022,0.001500892,0.871230434,0.27730273,0.593951059,0.409771376,0.00363665,0.111352618,0.623835179,0.002817046,0.637156563,0.01416033,7850000000.0,0.142822246,0.330249357,7660000000.0,0.000145933,7260000000.0,0.11258829,0.999051242,5180000000.0,0.005302415,0.217595581,0.056331951,0.403884929,0.059016201,0.848036593,0.334264695
0.000497516,0.840962676,0.371101115,0.224638366,0.002683774,0.05758866,0.942389322,0.197842485,0.303651176,0.503680593,0.630822523,0.066964961,0.004406809,0.565421278,0.067156412,0.026849324,0.000247025,0.005889454,0.002443269,0.264376685,0.79751203,0.734070867,0.000898826,0.000233001,0.790776624,0.277638514,0.593962787,0.396191855,0.003166816,0.112223111,0.624619693,0.007032794,0.559201919,0.010587798,0.000149428,0.099829004,0.328234653,8320000000.0,533000000.0,7080000000.0,0.019888985,0.9990108,6510000000.0,0.012938242,0.219270376,0.012291525,0.398130819,0.025471851,0.848123505,0.322345618
0.000494596,0.842347866,0.371315841,0.234660112,0.006657912,0.029882072,0.940951526,0.18241962,0.303578908,0.533905328,0.630630745,0.124648547,0.008434323,0.565178999,0.10621535,0.026795495,0.000124012,0.004318385,0.00268189,0.264584936,0.797479658,0.737336489,0.001057085,0.001154416,0.826449726,0.277132048,0.593946872,0.4226951,0.002988239,0.110933234,0.624578149,0.005976509,0.585368513,0.010000593,0.000104332,0.110984448,0.332121441,4680000000.0,3710000000.0,8390000000.0,0.058653599,0.999018311,9990000000.0,0.018371646,0.217635024,0.010886365,0.404979482,0.159755005,0.848047157,0.305192049
0.000375239,0.837936896,0.384969905,0.204405786,0.017381154,0.017852093,0.926169248,0.160001686,0.303079075,0.460927217,0.62662669,0.194394897,0.002126672,0.557966614,0.008371913,0.026169768,0.000647065,0.000490073,0.002064688,0.263679667,0.797142246,0.729325569,0.00089071,4390000000.0,0.728817461,0.276517106,0.593862347,0.393263382,0.024747428,0.133756493,0.625099091,0.007098545,0.516735717,0.004270189,0.000193177,0.095920528,0.333090519,2090000000.0,5720000000.0,559000000.0,0.010541918,0.998975443,0.000135788,0.078627801,0.217579338,0.016211915,0.399209296,0.026905395,0.848386582,0.318525854
0.000568935,0.842881365,0.369637181,0.251205446,0.003554656,0.046407085,0.952157467,0.210399899,0.303564165,0.570077512,0.63064958,0.082685854,0.012585981,0.565199401,0.322929465,0.026799827,0.0,0.020108053,0.002496846,0.265105563,0.7976696,0.737921669,0.000793321,0.000245862,0.855042012,0.277095963,0.593997691,0.402173176,0.000869646,0.110933234,0.624047983,0.007976364,0.618894461,0.014503543,0.000194133,0.134435307,0.32929425,0.000265633,0.000183862,9610000000.0,0.03769076,0.999184121,0.000178735,0.006680507,0.217672093,0.028201962,0.400431123,0.013753801,0.848278695,0.327615477
0.000469242,0.84139905,0.373544733,0.223787463,0.004611569,0.038353747,0.93354091,0.174328937,0.303461926,0.513820504,0.631097177,0.099071863,0.007063121,0.565618081,0.003766824,0.026897241,0.000479048,0.000371908,0.002289993,0.263769028,0.797506773,0.734495149,0.001148387,0.000305625,0.791990661,0.27734538,0.593947074,0.404513693,0.006590346,0.1184197,0.623763813,0.005504297,0.571085914,0.01133101,8710000000.0,0.110333035,0.328300316,306000000.0,0.000323782,830000000.0,0.023821408,0.999096883,6060000000.0,0.01346104,0.217583751,0.055381895,0.399362024,0.027695607,0.848020923,0.325564123
0.000498464,0.842636953,0.369637181,0.229365605,0.000630135,0.184780896,0.920477193,0.163246387,0.303517275,0.549651441,0.630632457,0.018986002,0.065664197,0.56519052,0.229441443,0.026797937,0.0,0.064347748,0.002397258,0.265348781,0.797627682,0.740457694,0.003660232,0.002848971,0.943183703,0.277011507,0.594075058,0.403778748,0.000427165,0.110933234,0.624112828,0.001728312,0.628107283,0.077040009,0.000239038,0.107320251,0.326698468,0.000197658,0.000364602,8020000000.0,0.012372007,0.999171411,0.00023849,0.000854943,0.222248287,0.05329075,0.395484866,0.016864709,0.848373665,0.320647945
0.000453097,0.840648276,0.369637181,0.221329299,0.000688498,0.172241142,0.9513059,0.17955417,0.303547246,0.552771413,0.630612252,0.020648789,0.042966386,0.565158396,0.335898468,0.026791157,0.0,0.071950962,0.002405717,0.263869268,0.797499302,0.738203432,0.000671583,9680000000.0,0.891503566,0.276981486,0.594097727,0.400137944,0.003618207,0.110933234,0.6228421,0.009429717,0.551460968,0.045680981,0.000293388,0.099910431,0.326868654,0.000451214,0.000100719,6440000000.0,0.011419151,0.999049855,0.000309588,0.035096487,0.217603838,0.011807513,0.395865347,0.027607479,0.8480213,0.32697885
0.000440245,0.840083044,0.379383694,0.213387539,0.013027658,0.020372614,0.932719742,0.175129577,0.303514858,0.489689465,0.634986165,0.174169362,0.008232822,0.569976936,0.054430347,0.049904739,0.000631063,0.003377691,0.002233509,0.263997482,0.79738116,0.737832323,0.00089071,0.000563591,0.809684792,0.277244891,0.593948818,0.392675426,0.04770052,0.133479051,0.624261308,0.007097691,0.540721762,0.010771261,9930000000.0,0.096653367,0.331629453,3260000000.0,6380000000.0,6560000000.0,0.052694466,0.998966546,8190000000.0,0.008350332,0.217600154,0.018334739,0.407626775,0.037028333,0.860258931,0.315661031
0.000535671,0.841200595,0.372261974,0.22331474,0.003415132,0.047828065,0.937394962,0.175466689,0.303484646,0.506361819,0.631004027,0.080297488,0.015724522,0.565759608,0.193035159,0.026934327,0.000309031,0.026244345,0.002274074,0.263876262,0.797549797,0.735901143,0.000929261,6880000000.0,0.820647019,0.276993726,0.594029302,0.393636508,0.000182771,0.116815038,0.623851539,0.006803947,0.566561273,0.018489802,0.000234995,0.103248921,0.327580841,0.000326485,0.000952382,7400000000.0,0.01067804,0.999121957,0.000245564,0.007401245,0.21758781,0.070425363,0.395743432,0.003175536,0.848017547,0.324114027
0.000445536,0.840060275,0.372913978,0.214805711,0.004261392,0.040592508,0.928641919,0.166069698,0.30345105,0.48798323,0.633985151,0.09393234,0.006788632,0.569119304,0.211224839,0.030674242,0.000168017,0.012706608,0.002233107,0.264616795,0.797382128,0.737623019,0.001111866,0.000155082,0.844648632,0.277200336,0.594022255,0.392901563,0.00308514,0.112363191,0.622162534,0.005682764,0.532599215,0.013390286,0.000272978,0.097467633,0.329583042,0.000249879,9620000000.0,6160000000.0,0.01324924,0.998997974,0.000218026,0.006034211,0.217629163,0.016083808,0.399100778,0.007846305,0.848255708,0.3219212
0.000464925,0.842128768,0.370984806,0.246761842,0.006065166,0.031762009,0.953983248,0.228603936,0.303681389,0.519377955,0.630659854,0.117936935,0.007914664,0.565214129,0.048623021,0.026802976,0.000287029,0.002712907,0.002515479,0.26403245,0.797556299,0.733907432,0.000564049,0.002984384,0.779499204,0.277073082,0.593938826,0.408561543,0.002832184,0.110933234,0.623892307,0.011193039,0.581879634,0.008067994,0.000123936,0.112775833,0.330342644,4210000000.0,0.000113902,8150000000.0,0.051938231,0.999033216,0.000128618,0.003005092,0.217595794,0.016201686,0.401707879,0.068663249,0.84814628,0.320789418
0.000432459,0.839268081,0.381787051,0.212914815,0.012415762,0.020866951,0.928720432,0.168724453,0.303369839,0.460927217,0.620131231,0.170692626,0.001864035,0.563486047,0.014898491,0.026527825,0.001077108,0.000445918,0.002185929,0.263930656,0.797311989,0.740034381,0.000870421,0.001676399,0.834006639,0.278058572,0.594028501,0.396271002,0.000941892,0.110970647,0.62324099,0.007257372,0.521914522,0.00922618,0.000465506,0.096734794,0.3371867,2100000000.0,0.000235089,5290000000.0,0.018966378,0.998978216,0.000117761,0.002351759,0.217594904,0.027470264,0.419565046,0.073651279,0.848522291,0.31820754
0.000469292,0.842787826,0.370933361,0.245154581,0.004351672,0.039980228,0.953191012,0.198221735,0.303694199,0.543460245,0.630686223,0.095292802,0.00836071,0.565243924,0.081741715,0.026809404,0.000278028,0.006378769,0.002537389,0.264203402,0.79758535,0.734252314,0.001042882,0.000510636,0.788804851,0.277180765,0.593939445,0.40161914,0.000649505,0.113120543,0.623849124,0.006066169,0.601940689,0.009873292,7870000000.0,0.112938686,0.328816856,5500000000.0,0.000118643,6830000000.0,0.041925677,0.999051473,7290000000.0,0.00810258,0.217603662,0.022288741,0.399242789,0.031993302,0.848039652,0.330940086
0.000448904,0.840271023,0.378889378,0.216034792,0.008601209,0.025511587,0.933587262,0.171589904,0.303394734,0.522400429,0.634169737,0.14351362,0.002596424,0.568396488,0.051510799,0.028691407,0.000623062,0.002310915,0.00228503,0.264225937,0.797426259,0.731016461,0.001089548,469000000.0,0.739284758,0.27541384,0.593893401,0.395287307,0.003493842,0.117093828,0.623960461,0.005806581,0.54448321,0.005277363,0.000244696,0.10088755,0.332222209,0.000100563,5610000000.0,6770000000.0,0.012039264,0.999061757,0.000162194,0.028246037,0.217590395,0.007967111,0.3991892,0.009955495,0.848208982,0.326412959
0.000528259,0.844325026,0.369637181,0.287132457,0.003318469,0.04887923,0.962470976,0.239349374,0.303523801,0.585921123,0.630619786,0.078634701,0.013642767,0.565169122,0.333459451,0.026793411,0.000273027,0.020905129,0.002557272,0.264268675,0.797603196,0.740240273,0.00102665,0.00187914,0.898108845,0.27710362,0.593992066,0.420806856,0.003240483,0.110933234,0.624134397,0.006160099,0.655745748,0.018113516,0.000155607,0.160736096,0.329215733,0.000181156,0.000147437,8220000000.0,0.075079027,0.999147839,0.000138668,0.003667825,0.217600104,0.0353322,0.401394384,0.046275869,0.848046134,0.346466719
0.000427693,0.839529542,0.373438489,0.211118465,0.004701848,0.03782657,0.930706435,0.16842948,0.303401985,0.473992103,0.628046191,0.10037186,0.005255856,0.562717326,0.10091085,0.026446284,0.000506051,0.006175139,0.002161017,0.263378946,0.797308808,0.732518508,0.000779118,870000000.0,0.760152843,0.277920269,0.593925752,0.391917867,0.001490144,0.113503016,0.624162019,0.008109574,0.522405146,0.006716984,0.000132242,0.095187688,0.329634711,0.000121163,0.00010627,6460000000.0,0.014262595,0.998960075,0.000112209,0.009334906,0.217550508,0.018005509,0.398045076,0.006433324,0.847919554,0.321567518
0.000500959,0.8427451,0.369637181,0.241467335,0.003853765,0.043695852,0.945398415,0.190805276,0.303499631,0.556037635,0.630612252,0.087583517,0.013837405,0.565158396,0.380108303,0.026791157,0.0,0.021517901,0.002374059,0.265152963,0.797692149,0.740689572,0.000549846,0.003961022,0.899722637,0.277103071,0.594064878,0.402670677,0.000398236,0.110933234,0.624004661,0.011492761,0.613715656,0.017052053,0.000326578,0.124989822,0.329687726,0.00039599,0.0003742,0.000101603,0.02344329,0.999233575,0.000289395,0.000282585,0.217740886,0.048593172,0.402630948,0.011800303,0.849336956,0.325776332
0.000480247,0.842379846,0.375754614,0.242696417,0.006559425,0.030170448,0.941119754,0.204668998,0.303630148,0.549261444,0.630928343,0.123560178,0.021591741,0.565537568,0.392049931,0.026877148,0.000469047,0.045516413,0.002656621,0.264281107,0.797537484,0.741097167,0.001533889,0.00031546,0.879927498,0.277081682,0.594006675,0.411026435,0.014235907,0.124509042,0.626353615,0.004121819,0.594962931,0.025709748,0.00016135,0.113590099,0.328235947,0.000288636,6000000000.0,0.000103156,0.048489798,0.999042113,0.000145109,0.032021679,0.217601339,0.011763951,0.399826908,0.070246611,0.84808939,0.322982245
0.000472586,0.841822263,0.370181823,0.228420157,0.002632707,0.058456381,0.943451758,0.179259197,0.303420354,0.529566616,0.630663621,0.065997521,0.012403196,0.565194659,0.076281561,0.026798817,0.000328033,0.006450495,0.002381492,0.263783792,0.797582998,0.738683194,0.001134185,0.000324538,0.877432572,0.277226747,0.594031567,0.399798738,0.001060792,0.111839474,0.624055726,0.005576026,0.586240733,0.020061092,0.00023051,0.114811497,0.32830239,7270000000.0,0.000201439,7950000000.0,0.01913275,0.999180424,0.000157782,0.004369211,0.217588384,0.033571219,0.400524903,0.01074277,0.848072473,0.326342223
0.000522869,0.839654374,0.371361693,0.212914815,0.007700234,0.027267732,0.896120937,0.156462012,0.303512441,0.516842978,0.629850961,0.135290383,0.007331997,0.563972585,0.355698447,0.026589842,0.000624062,0.014129754,0.002172645,0.266024042,0.797357227,0.735241294,0.00157041,0.00017929,0.794232967,0.27717208,0.593950048,0.391556048,0.000347857,0.112527152,0.623369573,0.004029596,0.52245966,0.008223999,0.000177752,0.094129143,0.332660996,0.000298729,8580000000.0,0.00011678,0.017877399,0.998947943,0.000170901,0.006447332,0.217625619,0.013467428,0.399703653,0.008836273,0.848147551,0.320188159
0.000427643,0.839681991,0.374241472,0.211402099,0.004166553,0.041266158,0.93426171,0.181492562,0.303528877,0.453809779,0.625866084,0.09248118,0.000606997,0.565158396,0.028726026,0.026791157,0.000720072,0.001554508,0.002042625,0.26382653,0.797317246,0.739518289,0.016970164,0.001062879,0.876796031,0.27777878,0.594160694,0.369044119,0.005258477,0.110933234,0.622138465,0.000372304,0.522350632,0.014930375,0.000591755,0.092500611,0.32993816,5790000000.0,8060000000.0,5230000000.0,0.010647791,0.998906692,2380000000.0,0.016397471,0.217493329,0.004826469,0.408267162,0.127465006,0.847758846,0.328605786
0.000451026,0.840414718,0.369903351,0.218587501,0.002116561,0.069512196,0.93960263,0.174118242,0.303487063,0.499878126,0.630841358,0.055446383,0.017792553,0.56536999,0.084518691,0.026837478,0.000645065,0.010236764,0.002270217,0.263254618,0.79745033,0.739395175,0.001284327,0.000189881,0.897153209,0.277210315,0.594073332,0.393670428,0.000591261,0.111404554,0.624298755,0.004923639,0.542466201,0.029309737,0.000277733,0.100236137,0.327591407,9460000000.0,0.000214506,6440000000.0,0.014096223,0.999037723,0.000183165,0.004389568,0.217587212,0.027762482,0.399789396,0.006788773,0.848005054,0.320117422
0.00052232,0.841391466,0.373845572,0.225961993,0.005580937,0.033584504,0.937361643,0.180902617,0.303582292,0.514795496,0.631074574,0.112071832,0.00561394,0.565708647,0.034395186,0.026920703,0.000351035,0.002078278,0.002430826,0.264197186,0.797590884,0.733293521,0.000509267,9380000000.0,0.771222695,0.277540077,0.593946475,0.394529748,0.000609036,0.114212579,0.623703844,0.012396197,0.568687309,0.007586872,0.00020736,0.105447439,0.329900433,5480000000.0,0.00015345,8360000000.0,0.014731461,0.999109709,0.000168249,0.007421752,0.217621886,0.015385907,0.400415046,0.005234787,0.848061086,0.319480795
0.000454519,0.834335252,0.371242029,0.197598563,0.003501765,0.04693312,0.899679488,0.157599764,0.302912303,0.39662653,0.630603005,0.08177888,0.004973256,0.565146402,0.097570862,0.026788647,450000000.0,0.005884868,0.002061554,0.26181318,0.796401432,0.731876545,0.001602873,0.00041683,0.749848167,0.275451015,0.593913552,0.384138758,0.000570433,0.110933234,0.623734165,0.003945913,0.379742695,0.005888281,0.000160549,0.077273838,0.329382372,0.000156068,0.000881844,6400000000.0,0.007320356,0.998436415,0.000169863,0.001427351,0.21698101,0.090144779,0.394603328,0.004462201,0.844929453,0.314493881
0.000443215,0.841976175,0.369637181,0.230878321,0.00554902,0.033715715,0.940911152,0.193460031,0.303561264,0.505825574,0.630612252,0.11167881,0.012350793,0.565158485,0.220123383,0.026791175,0.0,0.009908605,0.002373525,0.263804773,0.797499579,0.739364751,0.000821726,0.000612763,0.862681912,0.276976,0.593980343,0.394224463,0.000478831,0.110933234,0.624137262,0.007686889,0.573757087,0.012581552,0.000170681,0.113427245,0.331169477,0.000133557,0.000147437,5980000000.0,0.047279822,0.999043385,0.000184593,0.001744467,0.217585484,0.030910469,0.401165291,0.00831632,0.848018759,0.33398175
0.000647092,0.843121057,0.382416688,0.247707289,0.016569547,0.018222564,0.939608312,0.199106654,0.303522109,0.514113002,0.631057109,0.191160021,0.003531561,0.565612997,0.073156427,0.026895951,0.000306031,0.002172008,0.002397087,0.264445066,0.797473986,0.732538584,0.000935347,0.000317729,0.755869645,0.282712066,0.593917792,0.404445852,0.000608489,0.116505814,0.623435564,0.006756128,0.582370257,0.006147875,0.000131384,0.127351193,0.339406209,4610000000.0,0.00010627,0.000101305,0.085999062,0.999040727,8610000000.0,0.027291219,0.217625467,0.024220497,0.411637905,0.046839887,0.848176607,0.31237179
0.000452747,0.8400752,0.37539562,0.214522076,0.009303386,0.02437402,0.932691747,0.198811681,0.303627006,0.47423585,0.634466994,0.14934849,0.003016269,0.56892212,0.025881729,0.029910348,0.000342034,0.001131723,0.002233267,0.26386616,0.797386278,0.73102102,0.000653323,0.000181559,0.739762477,0.275141785,0.593902197,0.389034622,0.002355186,0.111011486,0.623352653,0.009679058,0.534779765,0.005321044,0.000148491,0.088592134,0.332624358,3080000000.0,0.000158538,6610000000.0,0.032639109,0.998917438,9310000000.0,0.01410613,0.217562238,0.019319345,0.401670367,0.020125435,0.847778798,0.322805404
0.000292515,0.820644827,0.405677469,0.158173395,0.03448235,0.014087591,0.902607313,0.143988875,0.302571266,0.331594599,0.630448898,0.234876198,0.00467506,0.56492498,0.154454337,0.026744371,0.000270027,0.004814243,0.00200035,0.261360934,0.796479595,0.734278045,0.000466659,0.000182316,0.762516802,0.278393484,0.59393326,0.366273942,0.000938214,0.143609018,0.623651017,0.013531896,0.376798953,0.006431181,0.000356814,0.075319599,0.347528727,0.00024852,0.000392933,7070000000.0,0.014428967,0.998664736,0.000298715,0.018711381,0.21730545,0.065556356,0.411550823,0.02603293,0.847614114,0.309825281
0.000521621,0.841815543,0.369637181,0.230405597,0.002252437,0.066138814,0.945386614,0.187939826,0.303582775,0.521864184,0.630616019,0.058318469,0.016007746,0.565163577,0.277902876,0.026792244,0.0,0.023648134,0.002439859,0.263391379,0.797572485,0.737071897,0.000491007,0.000139196,0.850418274,0.277021406,0.594013349,0.394914181,0.000583987,0.110933234,0.624331971,0.012878655,0.585532054,0.017126312,0.000208955,0.107645957,0.328220912,0.000284182,0.000185828,7240000000.0,0.020055356,0.999093994,0.000210898,0.00627764,0.217579033,0.0249428,0.398747091,0.006727083,0.847969844,0.325882436
0.00068123,0.847190832,0.388550895,0.286092465,0.021939832,0.016278406,0.943827602,0.195777675,0.303588818,0.537707795,0.630818413,0.209541373,0.00036058,0.565164268,0.022461336,0.02679239,0.00019902,0.000553796,0.00399324,0.265152963,0.797795074,0.738978764,0.010402443,0.000312434,0.800954311,0.279199274,0.593988273,0.773614346,0.009023134,0.110933234,0.619271787,0.000607983,0.62134758,0.007574391,0.000501319,0.156176207,0.345427593,3390000000.0,5040000000.0,9660000000.0,0.041381188,0.999277021,319000000.0,0.151821646,0.217692995,0.004406306,0.431417574,0.362055139,0.848489328,0.306111622
0.000540312,0.840400826,0.375390028,0.217263874,0.006475529,0.030424418,0.932892873,0.179764865,0.303502531,0.498854385,0.632624896,0.122653203,0.005658857,0.567088918,0.051749566,0.02744749,0.000533053,0.003195961,0.002280956,0.263953967,0.797462781,0.733373696,0.000507238,7260000000.0,0.771177788,0.277537067,0.593950506,0.39398702,0.002265917,0.116635049,0.623384321,0.012483295,0.545137375,0.007619945,0.000231539,0.100236137,0.330040192,9300000000.0,0.000163626,7060000000.0,0.013551734,0.999040727,0.000186963,0.013382326,0.217585324,0.015255872,0.399797434,0.007687675,0.848046722,0.320860154
0.000576297,0.841014052,0.373904845,0.222085658,0.006228399,0.031209396,0.93627723,0.176225191,0.303572624,0.502364354,0.631731415,0.119841582,0.008244051,0.566457878,0.016442563,0.027158395,0.000773077,0.000803562,0.002374772,0.264332393,0.797489895,0.737616389,0.000675641,0.000223923,0.832589007,0.277234964,0.594012114,0.395536058,0.001382261,0.113364753,0.624188249,0.009362258,0.563181422,0.011216814,0.000294826,0.101050403,0.330985855,2020000000.0,0.000108004,9550000000.0,0.018240392,0.999029865,0.000237572,0.009390197,0.217715033,0.014737937,0.401628835,0.01560742,0.848269484,0.311133904
0.000446808,0.839631346,0.374697763,0.212347547,0.004809455,0.037225746,0.915301904,0.170030761,0.303529118,0.494271925,0.629215696,0.101883484,0.001943887,0.5675696,0.008764596,0.02776087,0.000229023,0.000690471,0.002137873,0.263848288,0.797392227,0.732978158,0.002106053,0.00010364,0.767363257,0.278672053,0.593931857,0.392584971,0.012715622,0.116472343,0.624419679,0.003004052,0.523004797,0.007688588,0.000100129,0.095839101,0.328880283,931000000.0,657000000.0,6680000000.0,0.016848919,0.998969088,2130000000.0,0.026843466,0.217570919,0.010704599,0.399084701,0.022810393,0.849064338,0.314776827
0.000439996,0.843362832,0.369637181,0.272950742,0.000262632,0.345619548,0.965769904,0.240150015,0.30352936,0.594452299,0.630625608,0.008223237,0.066067821,0.565177342,0.322543134,0.026795145,0.000488049,0.135233399,0.003173695,0.26457328,0.79799968,0.737158773,0.000801436,7560000000.0,0.873350199,0.277020582,0.594084409,0.406221026,0.001355434,0.110933234,0.620984303,0.007886703,0.645115569,0.073718335,0.000254904,0.147463562,0.326507466,0.000461132,0.000120378,5870000000.0,0.021749323,0.99947634,0.000249369,0.013769511,0.217613487,0.012550532,0.39585061,0.00831632,0.848107435,0.338685718
0.000488133,0.842133999,0.37141202,0.236361917,0.003636728,0.045619812,0.943891295,0.193628587,0.303860004,0.533174085,0.630697525,0.084046316,0.007014462,0.565252004,0.042754668,0.02681116,0.000262026,0.003587903,0.002484641,0.263625273,0.797652445,0.734448675,0.000704047,0.001593941,0.794327216,0.277365755,0.593959203,0.399595215,0.001230549,0.110933234,0.623786664,0.008974583,0.590002181,0.010779374,0.000133763,0.102678935,0.328500983,4510000000.0,0.00018074,7420000000.0,0.023776033,0.999028363,9300000000.0,0.002706674,0.217585218,0.021640043,0.399655423,0.033926237,0.84799289,0.31686355
0.000466098,0.842817797,0.36965172,0.251205446,0.001810157,0.07884539,0.958786307,0.217057857,0.303517275,0.57368498,0.630700949,0.04873477,0.010825503,0.565239935,0.013122778,0.026808539,0.007794779,0.001975052,0.00264482,0.264317629,0.797545093,0.735049666,0.003319367,0.00020955,0.813676162,0.277266235,0.593941835,0.425159992,0.00987131,0.110933234,0.624264008,0.001905071,0.616768426,0.018452985,4450000000.0,0.137855224,0.32728128,5870000.0,6120000000.0,6380000000.0,0.064552233,0.999102429,2850000000.0,0.043414449,0.217606074,0.020532503,0.39710727,0.070278924,0.848067179,0.342965268
